t,x,xdot,theta,thetadot,u,theta_ref,x_hat,theta_hat
7.72,0.00173931,-0.0248615,-0.00672714,-0.00081418,-1.53063,0.00231887,-0.0106862,-0.0115096
7.73,0.00133971,-0.0550332,-0.00644021,0.0581253,0.420351,0.00231887,-0.00309934,-0.000883246
7.74,0.000833863,-0.046147,-0.00595499,0.0389684,-0.135336,0.00231887,-0.00147539,-0.00381323
7.75,0.000361082,-0.04841,-0.0055491,0.0422215,0.526738,0.00153485,0.0106942,0.000727233
7.76,-6.82632e-05,-0.037471,-0.00524233,0.0191804,-2.15687,0.00153485,0.026995,-0.0162443
7.77,-0.000656454,-0.0801327,-0.00462942,0.103303,0.232293,0.00153485,0.00593565,-0.0034752
7.78,-0.00143179,-0.0749452,-0.00365437,0.0917695,0.456085,0.00153485,-0.0112521,-0.00125146
7.79,-0.00213323,-0.065358,-0.0028375,0.0716707,-1.60565,0.00153485,0.00313901,-0.0140143
7.8,-0.00294503,-0.0969796,-0.00180851,0.134081,1.39761,-0.000665006,0.00273561,0.00455921
7.81,-0.00377263,-0.0685728,-0.00075553,0.0766491,-0.0982576,-0.000665006,-0.00560029,-0.00274014
7.82,-0.00446643,-0.0701903,2.52263e-05,0.0795332,-0.803941,-0.000665006,-0.00721539,-0.00728469
7.83,-0.00524695,-0.0859075,0.000976515,0.110721,-1.4719,-0.000665006,-0.00235104,-0.012641
7.84,-0.00625112,-0.114908,0.00237294,0.168541,0.899302,-0.000665006,-0.0239589,0.00137458
7.85,-0.0073081,-0.0965153,0.00387422,0.131839,-1.55706,0.000536683,0.00665534,-0.0134821
7.86,-0.00842713,-0.127274,0.00550192,0.193682,0.0736546,0.000536683,-0.00290578,-0.00463244
7.87,-0.00969048,-0.125411,0.00742256,0.190538,2.64264,0.000536683,-0.00922171,0.0131129
7.88,-0.0106792,-0.0723868,0.00880218,0.0856078,0.816063,0.000536683,-0.0129063,0.00529163
7.89,-0.0113216,-0.0561188,0.00950293,0.0546217,0.312916,0.000536683,-0.0136221,0.00310319
7.9,-0.0118522,-0.0499957,0.00999641,0.0441125,1.40518,-0.00446332,-0.0222061,0.0123425
7.91,-0.0122127,-0.0221337,0.0101681,-0.00968493,-0.547856,-0.00713823,0.000174675,0.0024611
7.92,-0.0124903,-0.0333758,0.0101937,0.0147803,2.08126,-0.00713823,-0.0171221,0.0192908
7.93,-0.0126176,0.00788325,0.00993881,-0.0656564,2.75734,-0.00713823,0.00127644,0.0270727
7.94,-0.0122658,0.0624329,0.00874761,-0.172477,1.41767,-0.00713823,-0.0221506,0.022054
7.95,-0.0115034,0.0900335,0.00675809,-0.225437,-1.00657,-0.00213823,0.00700336,0.00571883
7.96,-0.0107073,0.0692153,0.0047219,-0.181957,-0.569746,0.00147057,-0.0189644,0.0047934
7.97,-0.0100748,0.0572957,0.0030289,-0.156758,-1.27973,0.00147057,-0.00818169,-0.00190192
7.98,-0.00963183,0.0313395,0.0017262,-0.103923,-1.63134,0.00147057,0.00359468,-0.00704192
7.99,-0.00948255,-0.00144921,0.00101807,-0.0378342,1.12862,0.00147057,-0.00753548,0.00835164
8,-0.00938466,0.0210114,0.000416733,-0.0823929,-0.287896,-0.00158693,-0.00398086,0.00134407
8.01,-0.00920403,0.0151258,-0.000346687,-0.0703439,-2.79665,-0.00158693,0.00296601,-0.0159938
8.02,-0.00933238,-0.0407462,-0.00049078,0.0413511,0.121759,-0.00158693,-0.00131152,-0.00079906
8.03,-0.00972666,-0.0381143,-0.000104693,0.0358919,-2.71204,-0.00158693,-0.0189307,-0.0191553
8.04,-0.0103777,-0.0920404,0.000792737,0.143474,0.716166,-0.00158693,-0.0112513,-2.27069e-05
8.05,-0.0112245,-0.0773437,0.00207912,0.113907,0.916206,-0.00624023,-0.0221738,0.00463232
8.06,-0.011905,-0.0587807,0.0030329,0.0769474,-0.244522,-0.00624023,-0.0156508,-0.000891193
8.07,-0.0125164,-0.0635026,0.00385138,0.086772,0.484186,-0.00624023,-0.0166543,0.00421586
8.08,-0.0131023,-0.0536961,0.00462351,0.0677171,-0.739672,-0.00624023,-0.0183608,-0.00264229
8.09,-0.0137127,-0.0683825,0.00545101,0.0977764,-0.872894,-0.00624023,-3.13858e-05,-0.00418721
8.1,-0.0144831,-0.0856845,0.0066056,0.133143,0.769534,-0.00153425,-0.00704061,0.00441249
8.11,-0.0152623,-0.070181,0.00778647,0.10313,0.767685,-0.00153425,-0.00756106,0.00579043
8.12,-0.0158873,-0.054838,0.00867043,0.0737473,-2.24223,-0.00153425,-0.0376777,-0.0130426
8.13,-0.0166599,-0.0996469,0.00986326,0.164737,1.81675,-0.00153425,-0.0108948,0.0106542
8.14,-0.0174745,-0.0633092,0.0111545,0.0936756,1.70354,-0.00153425,-0.00373025,0.0129233
8.15,-0.0179382,-0.0294625,0.0117624,0.0280261,0.763973,-0.00387244,-0.0163277,0.00995915
8.16,-0.0181582,-0.0145505,0.0119046,0.000477097,-1.18856,-0.00387244,-0.000200361,-0.00203636
8.17,-0.0184244,-0.0386655,0.0121621,0.050962,1.88011,-0.00387244,-0.00509471,0.0164368
8.18,-0.0186248,-0.00145663,0.0123109,-0.0210932,-1.05344,-0.00387244,-0.0194052,-0.000338255
8.19,-0.018747,-0.0229555,0.0123273,0.0243024,0.067615,-0.00387244,-0.0319437,0.00526233
8.2,-0.0189716,-0.0219838,0.0125723,0.0247118,2.58331,-0.00127071,-0.00797099,0.0211622
8.21,-0.0189356,0.0291556,0.0123201,-0.0750134,0.892386,-0.00127071,-0.0162839,0.0134199
8.22,-0.0185581,0.0463206,0.0114115,-0.106686,1.05516,-0.00127071,-0.0130516,0.0151382
8.23,-0.0179931,0.0666834,0.0101539,-0.14484,-1.79378,-0.00127071,-0.0149348,-0.00305073
8.24,-0.017509,0.0301647,0.00908276,-0.0695505,-2.72317,-0.00127071,-0.00453512,-0.0127527
8.25,-0.0174818,-0.0246673,0.0089454,0.0419067,-0.891637,-0.0057188,-0.0249473,-0.0035531
8.26,-0.0178186,-0.0426825,0.0095527,0.0795254,1.36498,-0.0057188,-0.0214562,0.0105398
8.27,-0.01811,-0.0156159,0.0100855,0.0271376,4.00564,-0.0057188,-0.0272878,0.0306418
8.28,-0.0178678,0.0639697,0.00957066,-0.12989,-1.42736,-0.0057188,0.00389489,0.000554035
8.29,-0.0173742,0.0348015,0.00857473,-0.0694318,-0.921519,-0.0057188,-0.0144179,0.00132825
8.3,-0.0171207,0.0159098,0.00807874,-0.029847,-1.41983,-0.00243617,-0.0146525,-0.00464798
8.31,-0.0171053,-0.0128071,0.00807574,0.0291594,2.99557,-0.00243617,-0.0216758,0.0224199
8.32,-0.0169356,0.0466992,0.00777986,-0.0881707,-0.79561,-0.00243617,-0.0187483,0.00158182
8.33,-0.0165507,0.0302929,0.00707114,-0.0536562,2.90343,-0.00243617,-0.0201853,0.024569
8.34,-0.0159601,0.0877864,0.00596751,-0.16695,-0.406123,-0.00243617,-0.0145734,0.00649818
8.35,-0.0151262,0.0790159,0.00439408,-0.147835,2.3392,-0.000254732,-0.00707896,0.0227193
8.36,-0.0141054,0.125116,0.00246137,-0.238658,0.819508,-0.000254732,-0.024821,0.0152902
8.37,-0.0127761,0.140746,-7.54333e-05,-0.268773,-2.14344,-0.000254732,-0.0153559,-0.00431224
8.38,-0.0115862,0.0972903,-0.00232467,-0.181308,-3.77431,-0.000254732,-0.0240036,-0.0194404
8.39,-0.0109921,0.021608,-0.00338058,-0.0301507,-0.541469,-0.000254732,-0.000131507,-0.00408719
8.4,-0.0108299,0.0108368,-0.00357725,-0.00922353,-1.91549,0.00392139,0.00886471,-0.0153602
8.41,-0.0109123,-0.0272823,-0.00329173,0.0662269,2.08857,0.00392139,-0.0198868,0.00834784
8.42,-0.0109752,0.0146526,-0.00305296,-0.0183359,-1.97562,0.00392139,-0.0114722,-0.0154687
8.43,-0.0110257,-0.0247065,-0.00284551,0.0597172,-2.25635,0.00392139,-0.0132629,-0.0204475
8.44,-0.0114968,-0.0694766,-0.00180442,0.148415,4.5476,0.00392139,-0.0187162,0.0217343
8.45,-0.0117354,0.0216651,-0.00123555,-0.0343394,-1.13284,-0.000595617,-0.00617723,-0.00737444
8.46,-0.0116321,-0.000989097,-0.00135313,0.0107499,1.26909,-0.000595617,-0.00961774,0.00700653
8.47,-0.011515,0.0243895,-0.00150085,-0.0402259,1.46501,-0.000595617,-0.0243161,0.0104205
8.48,-0.0111252,0.0535546,-0.00219557,-0.0986605,-2.18721,-0.000595617,-0.0197909,-0.0117636
8.49,-0.0108089,0.00974453,-0.0027448,-0.0113429,0.128478,-0.000595617,-0.00768188,0.000187041
8.5,-0.0106983,0.0123699,-0.00288699,-0.0170938,0.816114,0.00110968,0.000231437,0.00453375
8.51,-0.0104929,0.0287045,-0.00322381,-0.0502361,-0.167215,0.00110968,-0.00922129,-0.00083523
8.52,-0.0102226,0.0253543,-0.00369507,-0.0440464,-2.70706,0.00110968,-0.0157755,-0.0181696
8.53,-0.0102392,-0.0286267,-0.00359878,0.0631481,-0.1483,0.00110968,0.0099518,-0.00523136
8.54,-0.0105388,-0.0312978,-0.00294508,0.0676147,-0.396295,0.00110968,-0.0114239,-0.00675625
8.55,-0.01089,-0.0389285,-0.00219655,0.0821026,0.0819548,-0.00137699,-0.00841449,-0.00299229
8.56,-0.0112696,-0.0370102,-0.00139811,0.0776293,1.05346,-0.00137699,-0.0201749,0.00415199
8.57,-0.0115333,-0.0157531,-0.000836895,0.0347027,-0.883642,-0.00137699,-0.0140554,-0.00672932
8.58,-0.0117785,-0.033267,-0.00031611,0.0694257,-1.27579,-0.00137699,0.000646365,-0.0104066
8.59,-0.0122376,-0.0585361,0.000629424,0.119649,-1.68869,-0.00137699,-0.0131326,-0.0146851
8.6,-0.0129901,-0.0919521,0.0021588,0.186197,1.66962,-0.00380529,-0.0178553,0.00654514
8.61,-0.013741,-0.0582671,0.00368326,0.118866,3.84016,-0.00380529,-0.00817927,0.0244212
8.62,-0.0139396,0.0184875,0.00410633,-0.0340045,2.51795,-0.00380529,-0.00723069,0.0218495
8.63,-0.0135046,0.0684647,0.00327115,-0.132921,1.68058,-0.00380529,-0.00623785,0.0198576
8.64,-0.0126546,0.10152,0.00161667,-0.197951,-1.52008,-0.00380529,-0.00568076,0.000470869
8.65,-0.011794,0.0706269,-4.93655e-05,-0.135426,3.44221,0.00119471,0.00284259,0.0288787
8.66,-0.010746,0.138944,-0.00208465,-0.271519,0.74814,0.00205078,-0.0303395,0.0149407
8.67,-0.00928499,0.153254,-0.00494083,-0.299804,-0.991753,0.00205078,-0.0244525,0.00311603
8.68,-0.00785442,0.132896,-0.00773561,-0.25934,-2.30853,0.00205078,-0.00453479,-0.00844044
8.69,-0.0067578,0.0864836,-0.00986861,-0.167497,-1.66026,0.00205078,-0.0212285,-0.00853876
8.7,-0.00605898,0.0533189,-0.0112191,-0.102766,-4.55518,-0.00147008,-0.00925656,-0.0296332
8.71,-0.00597967,-0.037373,-0.0113495,0.0764118,2.28768,-0.00147008,-0.0116624,0.00931914
8.72,-0.00612185,0.00889186,-0.0110602,-0.0183961,-3.1505,-0.00147008,0.0133718,-0.0227237
8.73,-0.00634549,-0.0535659,-0.0106303,0.104213,-3.0023,-0.00147008,-0.0137974,-0.0260487
8.74,-0.0071774,-0.112773,-0.00900823,0.220098,-0.187148,-0.00147008,-0.00414813,-0.0108951
8.75,-0.00831916,-0.115592,-0.00679124,0.223395,1.1525,-0.00197275,-0.0114818,-0.000838546
8.76,-0.00935574,-0.0917603,-0.00480561,0.173895,-1.02068,-0.00197275,0.000295873,-0.0124529
8.77,-0.010372,-0.111478,-0.00287687,0.211882,3.56052,-0.00197275,-0.0142626,0.0174231
8.78,-0.0111279,-0.0397849,-0.00148088,0.0675945,1.28679,-0.00197275,-0.00568277,0.00846045
8.79,-0.011396,-0.013864,-0.00106658,0.0153638,-2.27771,-0.00197275,-0.0118407,-0.0131642
8.8,-0.0117615,-0.0591958,-0.000460987,0.105647,3.26995,-0.00310131,-0.0162293,0.0208167
8.81,-0.0120255,0.0063432,-6.18496e-05,-0.0256038,-1.4574,-0.00310131,0.000252173,-0.0054008
8.82,-0.0121077,-0.0227658,-2.65238e-05,0.0325833,-0.107021,-0.00310131,0.00347812,0.00130774
8.83,-0.0123455,-0.024792,0.000319045,0.0365404,1.45481,-0.00310131,-0.00640377,0.0116814
8.84,-0.0124476,0.0043346,0.000392994,-0.0216599,0.821868,-0.00310131,-0.0140125,0.00974137
8.85,-0.0123225,0.0206858,1.3628e-05,-0.0541816,0.130146,-0.00346515,-0.0185177,0.00633976
8.86,-0.0121032,0.023171,-0.000552197,-0.0590019,1.25375,-0.00346515,-0.0115187,0.0138002
8.87,-0.0117469,0.0480799,-0.0013909,-0.108702,-1.38804,-0.00346515,-0.0125689,-0.00217393
8.88,-0.0114056,0.020197,-0.00219886,-0.0530092,-0.802729,-0.00346515,-0.0195442,-0.000729817
8.89,-0.0112839,0.00416177,-0.00256997,-0.0212788,0.292791,-0.00346515,-0.00566638,0.00525592
8.9,-0.0112127,0.0100752,-0.00284408,-0.0335363,-0.03428,-0.00475341,-0.024357,0.00395654
8.91,-0.0111151,0.00944493,-0.00317541,-0.0327475,1.07665,-0.00475341,-0.0165692,0.0113751
8.92,-0.0109129,0.0309916,-0.00372092,-0.0763145,-4.31986,-0.00475341,-0.0102179,-0.0229448
8.93,-0.0110343,-0.0552001,-0.0036248,0.0952854,-1.14336,-0.00475341,-0.00967327,-0.00829025
8.94,-0.0116983,-0.0775974,-0.00245301,0.139059,-0.427746,-0.00475341,-0.00905362,-0.004611
8.95,-0.0125146,-0.0856532,-0.000986406,0.154307,-0.495748,-0.00173908,-0.0145018,-0.00597918
8.96,-0.0134183,-0.0950827,0.000647624,0.172546,3.06176,-0.00173908,-0.00861969,0.0174934
8.97,-0.0140612,-0.0335624,0.001756,0.0493654,1.21493,-0.00173908,-0.0148688,0.0102347
8.98,-0.014275,-0.0092356,0.0020074,0.000998794,-1.23667,-0.00173908,-0.0232932,-0.00435343
8.99,-0.014491,-0.0339462,0.0022664,0.0507381,-0.29582,-0.00173908,-0.0230021,-0.000152301
9,-0.0148597,-0.0397742,0.0028335,0.0626893,-0.663913,-0.00211092,-0.0160768,-0.00292953
9.01,-0.0153233,-0.0529377,0.00359382,0.0893702,-1.20309,-0.00211092,-0.00886598,-0.00743938
9.02,-0.0159721,-0.0768202,0.00472846,0.137537,-0.318856,-0.00211092,-0.0219943,-0.00315686
9.03,-0.0167711,-0.0829878,0.00616803,0.150424,2.24564,-0.00211092,-0.0243048,0.0138165
9.04,-0.017376,-0.0380235,0.00722647,0.0614466,1.3144,-0.00211092,-0.00957311,0.0112979
9.05,-0.0176255,-0.0119026,0.00758592,0.0105377,-0.171948,0.0019413,-0.00119549,0.00193832
9.06,-0.0177629,-0.0155758,0.00773529,0.0193306,-1.51115,0.0019413,-0.00300115,-0.00780286
9.07,-0.0180706,-0.0459499,0.00823955,0.0814522,5.17324,0.0019413,-0.0247649,0.0340529
9.08,-0.0180142,0.0571491,0.00803014,-0.123036,-0.0290281,0.0019413,-0.0165356,0.00686786
9.09,-0.0174486,0.0559653,0.00682135,-0.118782,1.69922,0.0019413,-0.0212103,0.0173462
9.1,-0.0167221,0.0893109,0.00530863,-0.183733,-0.195379,-0.0030587,-0.029616,0.00801521
9.11,-0.0158519,0.0847554,0.00352485,-0.173121,-2.24925,-0.00598097,-0.0147554,-0.00568811
9.12,-0.0152318,0.0393214,0.00225398,-0.0812478,0.373394,-0.00598097,-0.0248953,0.00809444
9.13,-0.0148027,0.0464833,0.00137334,-0.0948993,-0.727063,-0.00598097,-0.0046672,0.00135299
9.14,-0.014412,0.0316915,0.000575029,-0.0648446,0.0890272,-0.00598097,-0.0225179,0.00569212
9.15,-0.0140871,0.0332851,-8.77992e-05,-0.0677468,-0.868459,-0.000980965,-0.00418137,-0.00212786
9.16,-0.0138418,0.0157964,-0.000589467,-0.0326623,-3.20118,0.00130482,-0.00503175,-0.0200257
9.17,-0.0140037,-0.0481189,-0.000277138,0.0949509,-0.247197,0.00130482,-0.00795963,-0.00536615
9.18,-0.0145082,-0.0527983,0.000717439,0.103996,1.40137,0.00130482,-0.0110151,0.00552622
9.19,-0.0148951,-0.0246069,0.00147466,0.047567,0.740044,0.00130482,-0.0244217,0.00347254
9.2,-0.015067,-0.00977904,0.0018028,0.0181202,-2.67686,-0.000868786,-0.0112556,-0.0174686
9.21,-0.0154321,-0.0632001,0.0025196,0.125112,4.05439,-0.000868786,-0.021078,0.0234954
9.22,-0.0156582,0.0178967,0.00296047,-0.0366748,-0.275851,-0.000868786,-0.00952161,0.00112277
9.23,-0.0155078,0.012188,0.00265425,-0.0245998,-1.28714,-0.000868786,-0.00124752,-0.0062604
9.24,-0.0155153,-0.0136533,0.00266959,0.0275904,1.417,-0.000868786,-0.0141041,0.00969906
9.25,-0.0155105,0.0145781,0.00266543,-0.0283387,0.684121,-0.00179704,-0.014576,0.00729035
9.26,-0.0152973,0.0280484,0.00225041,-0.0546449,-1.90551,-0.00179704,-0.0309999,-0.00906399
9.27,-0.0152082,-0.0101915,0.00208932,0.0223049,-4.45184,-0.00179704,-0.0307627,-0.0290672
9.28,-0.0157547,-0.0990279,0.00320227,0.200069,0.933761,-0.00179704,-0.033964,0.000373196
9.29,-0.0166498,-0.0800274,0.00501308,0.162233,1.29223,-0.00179704,-0.0190439,0.00499619
9.3,-0.01732,-0.0540424,0.00637805,0.110901,2.30833,-0.00478818,-0.026005,0.0152834
9.31,-0.0176299,-0.0079718,0.00703101,0.0198578,0.830766,-0.00478818,-0.0247669,0.00939647
9.32,-0.0176278,0.0083679,0.00707281,-0.0114484,-1.1592,-0.00478818,0.00181189,-0.00253584
9.33,-0.0176614,-0.0150712,0.00719977,0.0367741,-1.0927,-0.00478818,-0.0086056,-0.00385475
9.34,-0.0179222,-0.0370703,0.00779394,0.0820209,-1.60461,-0.00478818,0.010166,-0.00873538
9.35,-0.0184536,-0.0691928,0.00894169,0.147483,1.93584,-0.00247015,-0.0186797,0.0120317
9.36,-0.0189523,-0.030574,0.0100369,0.07173,1.81677,-0.00247015,-0.022424,0.0144774
9.37,-0.0190778,0.00543337,0.010403,0.00160294,2.79672,-0.00247015,-0.0287248,0.0237136
9.38,-0.0187464,0.0607944,0.00987569,-0.10692,-0.185743,-0.00247015,-0.0240516,0.00768503
9.39,-0.0181605,0.0564062,0.00886166,-0.0959475,1.35014,-0.00247015,-0.0245274,0.0169321
9.4,-0.0174648,0.0827184,0.00764926,-0.146511,-0.518921,-0.00229902,-0.0184143,0.00580804
9.41,-0.016693,0.071663,0.0063044,-0.122557,-2.62195,-0.00229902,0.000971903,-0.00975521
9.42,-0.0162411,0.0187647,0.00561575,-0.0153652,0.656329,-0.00229902,-0.0196167,0.00761279
9.43,-0.0159894,0.0315553,0.00533995,-0.0397697,-1.10441,-0.00229902,-0.0250483,-0.00325739
9.44,-0.0157859,0.00916933,0.0051719,0.0060842,-0.641565,-0.00229902,-0.0123624,-0.00200862
9.45,-0.0157594,-0.00386411,0.00536803,0.0331092,-1.74656,-0.00318265,-0.0220139,-0.0100278
9.46,-0.0159733,-0.0388817,0.00605398,0.104006,0.198793,-0.00318265,-0.016268,0.000527828
9.47,-0.0163424,-0.0349436,0.00705901,0.0970573,2.2749,-0.00318265,-0.0124294,0.0151053
9.48,-0.0164651,0.01035,0.00758217,0.00773516,-0.535973,-0.00318265,-0.00347905,9.67204e-05
9.49,-0.0164168,-0.000674916,0.00777706,0.031216,1.87464,-0.00318265,-0.0175104,0.0153193
9.5,-0.0162378,0.0364355,0.00772533,-0.041453,1.54539,-0.000595816,-0.0129265,0.0150794
9.51,-0.0157216,0.0667947,0.00701547,-0.100462,1.32783,-0.000595816,-0.0316579,0.0154539
9.52,-0.0149241,0.0926904,0.00576035,-0.150544,1.61116,-0.000595816,-0.00149645,0.0186426
9.53,-0.0138397,0.124158,0.00394823,-0.21187,-1.95402,-0.000595816,-0.00174685,-0.00355013
9.54,-0.0127971,0.0844199,0.00223393,-0.131189,0.00620185,-0.000595816,0.000473904,0.00563642
9.55,-0.0119548,0.084052,0.000929907,-0.129678,-1.11339,0.000833911,-0.00712954,-0.00285041
9.56,-0.0112276,0.061403,-0.000137535,-0.0839281,-1.01813,0.000833911,-0.00758339,-0.00446549
9.57,-0.0107167,0.0408099,-0.000769781,-0.0426119,-0.571646,0.000833911,0.00657572,-0.00334792
9.58,-0.0103664,0.0292518,-0.00108044,-0.0195697,0.0439968,0.000833911,-0.0218129,-0.000234625
9.59,-0.01007,0.0300448,-0.00128483,-0.0213143,-0.0390844,0.000833911,-0.0104651,-0.000757317
9.6,-0.00977382,0.0291844,-0.0014903,-0.0197924,-1.80441,-0.00150534,-0.0149349,-0.0118418
9.61,-0.00966245,-0.00687911,-0.00132882,0.051989,0.968079,-0.00150534,0.000361504,0.00411471
9.62,-0.00963406,0.0125387,-0.00100516,0.0128155,2.24541,-0.00150534,-0.00378843,0.0144916
9.63,-0.00928454,0.0573269,-0.00132598,-0.07686,-0.91767,-0.00150534,0.00731902,-0.00304872
9.64,-0.00880398,0.0388042,-0.00190952,-0.0399295,-1.6979,-0.00150534,-0.0273475,-0.0097835
9.65,-0.00858595,0.00483297,-0.00197043,0.0276433,0.228119,0.00155555,-0.003464,-0.000482473
9.66,-0.00851448,0.00945549,-0.00174256,0.0179546,-0.247315,0.00155555,-0.00783038,-0.00326434
9.67,-0.00844441,0.00456151,-0.00151607,0.0273408,1.26421,0.00155555,-0.0398113,0.00645275
9.68,-0.00827231,0.0298355,-0.00149725,-0.0235009,-0.024461,0.00155555,-0.0106956,-0.000218828
9.69,-0.00797677,0.0292749,-0.00172776,-0.0226134,0.669596,0.00155555,-0.0115486,0.00420534
9.7,-0.00761749,0.0425712,-0.00208818,-0.0494469,0.657017,0.00224113,0.000295628,0.00474084
9.71,-0.00712678,0.0555638,-0.00271384,-0.0756749,-1.09433,0.00224113,-0.00994527,-0.00625053
9.72,-0.00668118,0.0335789,-0.00325229,-0.0321049,-1.1912,0.00224113,-0.00841488,-0.00888268
9.73,-0.00646443,0.00979297,-0.00333822,0.014844,-1.22711,0.00224113,-0.00131427,-0.0110312
9.74,-0.0064885,-0.0145869,-0.00294953,0.0628407,1.41073,0.00224113,-0.015695,0.0048041
9.75,-0.00649249,0.0137605,-0.00260838,0.00548877,2.11292,0.00553888,0.0140444,0.0107383
9.76,-0.00614371,0.0559596,-0.00297804,-0.0793106,-0.145385,0.00553888,-0.0164967,-0.00143028
9.77,-0.00559939,0.0529115,-0.00374238,-0.0736009,1.74215,0.00553888,-0.0173364,0.0103737
9.78,-0.00489691,0.0875613,-0.00482737,-0.143341,-0.288362,0.00553888,-0.00252659,-0.00105966
9.79,-0.0040513,0.081574,-0.00620346,-0.131958,-2.10154,0.00553888,-0.0139924,-0.014286
9.8,-0.00344615,0.0395009,-0.00710646,-0.0488091,-2.08297,0.00173438,0.00236158,-0.0165922
9.81,-0.00325861,-0.00195547,-0.00718629,0.032716,-1.66859,0.00173438,-0.00284592,-0.0168076
9.82,-0.00344319,-0.0349354,-0.00653693,0.0970871,-0.763867,0.00173438,0.00309198,-0.0128093
9.83,-0.00386654,-0.0497286,-0.00542604,0.125099,1.67181,0.00173438,-0.00426395,0.00296156
9.84,-0.00419452,-0.0159044,-0.00452044,0.0561646,2.0403,0.00173438,-0.0109996,0.00861153
9.85,-0.00414853,0.025065,-0.00437369,-0.0266838,-1.0369,-0.00186647,-0.0102052,-0.00731842
9.86,-0.00400111,0.00443753,-0.00443817,0.0137236,2.80664,-0.00186647,-0.000446053,0.0170215
9.87,-0.00367575,0.0605878,-0.00486688,-0.0993161,-1.76087,-0.00186647,-0.0140843,-0.00887547
9.88,-0.00324619,0.0253585,-0.00551107,-0.0296569,0.892622,-0.00186647,0.0110462,0.00609498
9.89,-0.00290302,0.0432634,-0.0059916,-0.0664156,-2.53484,-0.00186647,-0.00817228,-0.015241
9.9,-0.00272331,-0.00727496,-0.00615533,0.0335109,0.128791,0.000513257,-0.00180996,-0.00200885
9.91,-0.00278176,-0.00441921,-0.00585531,0.0265165,2.81845,0.000513257,0.00239006,0.0163746
9.92,-0.00254329,0.0520635,-0.006161,-0.0874969,0.131712,0.000513257,-0.0151927,0.0028498
9.93,-0.0020096,0.0546785,-0.00706681,-0.0936984,1.0384,0.000513257,-0.00252733,0.00881343
9.94,-0.00135914,0.0754017,-0.00821647,-0.136224,-3.56674,0.000513257,-0.0196013,-0.0206162
9.95,-0.00096146,0.00420258,-0.00887285,0.00470571,-3.82267,0.00195631,0.00403538,-0.0284959
9.96,-0.00129936,-0.0717196,-0.0080755,0.154574,1.49376,0.00195631,0.0112615,0.00140102
9.97,-0.00186399,-0.0412411,-0.00684474,0.0917275,-2.47328,0.00195631,0.00690227,-0.0220995
9.98,-0.00252086,-0.0900996,-0.00544708,0.187723,0.74204,0.00195631,-0.00509857,-0.00392209
9.99,-0.00334438,-0.0746285,-0.00373272,0.155275,-0.677659,0.00195631,-0.0261209,-0.0115194
10,-0.00415564,-0.0876233,-0.00205607,0.180094,-2.20484,-0.00304369,-0.0138745,-0.0204772
10.01,-0.0052493,-0.131084,0.00017463,0.266019,0.887806,-0.00307847,-0.0100906,-0.00213422
10.02,-0.00646815,-0.11272,0.00264734,0.228691,-0.916253,-0.00307847,-0.0181078,-0.0116092
10.03,-0.00768441,-0.130533,0.00511146,0.264191,2.1379,-0.00307847,-0.0144207,0.00834769
10.04,-0.00877394,-0.0874273,0.00732339,0.178425,-1.04022,-0.00307847,-0.0113157,-0.00867434
10.05,-0.00975122,-0.108022,0.00931799,0.220524,-0.163935,0.00192153,0.00923587,-0.00550485
10.06,-0.0108468,-0.11111,0.0115599,0.227944,2.32499,0.00336614,-0.025153,0.0106403
10.07,-0.0117252,-0.0646225,0.0133824,0.136785,2.91777,0.00336614,-0.0145275,0.0182025
10.08,-0.0120811,-0.00661586,0.0141814,0.0232171,3.04657,0.00336614,-0.0294937,0.0231486
10.09,-0.0118457,0.0536386,0.0138247,-0.0943887,0.988548,0.00336614,-0.00233641,0.0132525
10.1,-0.0112147,0.0725552,0.0127067,-0.129214,-1.86764,-0.00125348,-0.00656111,-0.00389858
10.11,-0.0106799,0.034449,0.0118099,-0.0502969,0.622997,-0.00125348,-0.015725,0.0091278
